,adress,city,room_type,rent,surface m2,furnish,availability,latitude,longitude,utilities,link,living_room,kitchen,shower,toilet,internet,energy_label,pets,room,geometry
1452,Handboogstraat,Amsterdam,Room,1050,15,Furnished,08-04-'22 - Indefinite period  1d,52.367996,4.890259,included,https://kamernet.nl/en/for-rent/room-amsterdam/handboogstraat/room-2034664,Unknown,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.890259 52.367996)
1453,Bankastraat,Amsterdam,Apartment,1500,43,Furnished,24-04-'22 - 24-04-'23  1d,52.364925,4.934024,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/bankastraat/apartment-2034651,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,2,POINT (4.934024 52.364925)
1454,Jisperveldstraat,Amsterdam,Room,750,10,Furnished,31-08-'22 - Indefinite period  11 feb '21,52.39826,4.950378,included,https://kamernet.nl/en/for-rent/room-amsterdam/jisperveldstraat/room-1909443,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.950378 52.39826)
1455,Badhuiskade,Amsterdam,Room,950,20,Furnished,01-12-'21 - 28-02-'22  15 jan '21,52.38523,4.905705,included,https://kamernet.nl/en/for-rent/room-amsterdam/badhuiskade/room-1899434,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.905705 52.38523)
1456,Valkhof,Amsterdam,Room,960,12,Furnished,01-08-'22 - Indefinite period  15 jan '21,52.330938,4.869969,included,https://kamernet.nl/en/for-rent/room-amsterdam/valkhof/room-1899247,Shared,Shared,Shared,Shared,Yes,C,2,1,POINT (4.869969 52.330938)
1457,Werengouw,Amsterdam,Room,950,15,Furnished,30-06-'22 - Indefinite period  03 jan '21,52.394303,4.946716,included,https://kamernet.nl/en/for-rent/room-amsterdam/werengouw/room-1893449,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.946716 52.394303)
1458,Rijnsburgstraat,Amsterdam,Room,550,19,Unfurnished,01-05-'22 - Indefinite period  1d,52.347695,4.849563,included,https://kamernet.nl/en/for-rent/room-amsterdam/rijnsburgstraat/room-2032780,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.849563 52.347695)
1459,Van Beuningenstraat,Amsterdam,Apartment,1050,31,Uncarpeted,08-04-'22 - Indefinite period  1d,52.381644,4.872364,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/van-beuningenstraat/apartment-2034626,Own,Own,Own,Own,Yes,A,No,2,POINT (4.872364 52.381644)
1460,Hendrik de Bruynstraat,Amsterdam,Room,550,9,Furnished,08-04-'22 - Indefinite period  1d,52.356513,4.827798,included,https://kamernet.nl/en/for-rent/room-amsterdam/hendrik-de-bruynstraat/room-2034616,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.827798 52.356513)
1461,Willem Schoutenstraat,Amsterdam,Room,450,8,Furnished,08-04-'22 - Indefinite period  1d,52.367117,4.852594,included,https://kamernet.nl/en/for-rent/room-amsterdam/willem-schoutenstraat/room-2034610,Shared,Shared,Shared,Shared,Yes,A,1,1,POINT (4.852594 52.367117)
1462,Kikkenstein,Amsterdam,Room,500,12,Unfurnished,01-05-'22 - 30-06-'22  2d,52.316986,4.973649,included,https://kamernet.nl/en/for-rent/room-amsterdam/kikkenstein/room-2034602,Shared,Shared,Shared,Shared,Yes,D,3,1,POINT (4.973649 52.316986)
1463,Nieuwendammerdijk,Amsterdam,Room,774,14,Unfurnished,07-04-'22 - 31-12-'22  2d,52.39102,4.926215,included,https://kamernet.nl/en/for-rent/room-amsterdam/nieuwendammerdijk/room-2034553,Shared,Shared,Shared,Shared,Yes,B,3,1,POINT (4.926215 52.39102)
1464,Cornelis Trooststraat,Amsterdam,Room,780,35,Furnished,01-05-'22 - 16-06-'22  2d,52.350788,4.890266,included,https://kamernet.nl/en/for-rent/room-amsterdam/cornelis-trooststraat/room-2034544,Own,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.890266 52.350788)
1465,Hoofdweg,Amsterdam,Apartment,1600,55,Furnished,19-04-'22 - Indefinite period  2d,52.376854,4.847132,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/hoofdweg/apartment-2034510,Own,Own,Own,Own,Yes,A,No,2,POINT (4.847132 52.376854)
1466,Haardstee,Amsterdam,Room,387,6,Uncarpeted,01-05-'22 - Indefinite period  2d,52.310842,4.952449,included,https://kamernet.nl/en/for-rent/room-amsterdam/haardstee/room-2034457,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.952449 52.310842)
1467,Columbusplein,Amsterdam,Apartment,1200,49,Uncarpeted,07-04-'22 - Indefinite period  2d,52.366498,4.854568,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/columbusplein/apartment-2034495,Own,Own,Own,Own,Yes,Unknown,No,2,POINT (4.854568 52.366498)
1468,Staalmeesterslaan,Amsterdam,Room,550,15,Furnished,07-04-'22 - Indefinite period  2d,52.366785,4.843153,included,https://kamernet.nl/en/for-rent/room-amsterdam/staalmeesterslaan/room-2034445,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.843153 52.366785)
1469,Orteliusstraat,Amsterdam,Apartment,1200,63,Uncarpeted,07-04-'22 - Indefinite period  2d,52.369001,4.849915,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/orteliusstraat/apartment-2034450,Own,Own,Own,Own,Yes,Unknown,No,2,POINT (4.849915 52.369001)
1470,U.J. Klarenstraat,Amsterdam,Room,650,20,Furnished,21-04-'22 - Indefinite period  2d,52.350403,4.831289,included,https://kamernet.nl/en/for-rent/room-amsterdam/u.j.-klarenstraat/room-2034483,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.831289 52.350403)
1471,Barbusselaan,Amsterdam,Studio,1150,37,Unfurnished,01-04-'22 - Indefinite period  2d,52.32124,4.943889,excluded,https://kamernet.nl/en/for-rent/studio-amsterdam/barbusselaan/studio-2030894,Own,Own,Own,Own,No,Unknown,No,1,POINT (4.943889 52.32124)
1472,Kerkstraat,Amsterdam,Room,825,10,Furnished,10-04-'22 - 28-02-'23  2d,52.36495,4.886358,included,https://kamernet.nl/en/for-rent/room-amsterdam/kerkstraat/room-2034432,Shared,Shared,Shared,Shared,No,Unknown,4,1,POINT (4.886358 52.36495)
1473,Bestevaerstraat,Amsterdam,Apartment,1500,47,Furnished,01-05-'22 - 30-04-'24  3d,52.377948,4.858446,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/bestevaerstraat/apartment-2034299,Own,Own,Own,Own,No,Unknown,No,1,POINT (4.858446 52.377948)
1474,Westerdok,Amsterdam,Room,610,10,Unfurnished,01-05-'22 - Indefinite period  3d,52.384282,4.891737,included,https://kamernet.nl/en/for-rent/room-amsterdam/westerdok/room-2034361,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.891737 52.384282)
1475,Griseldestraat,Amsterdam,Apartment,1750,60,Furnished,14-03-'22 - Indefinite period  4w,52.377043,4.849007,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/griseldestraat/apartment-2029653,Own,Own,Own,Own,Yes,Unknown,Yes,3,POINT (4.849007 52.377043)
1476,Jisperveldstraat,Amsterdam,Room,750,10,Furnished,31-08-'22 - Indefinite period  11 feb '21,52.39826,4.950378,included,https://kamernet.nl/en/for-rent/room-amsterdam/jisperveldstraat/room-1909443,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.950378 52.39826)
1477,Badhuiskade,Amsterdam,Room,950,20,Furnished,01-12-'21 - 28-02-'22  15 jan '21,52.38523,4.905705,included,https://kamernet.nl/en/for-rent/room-amsterdam/badhuiskade/room-1899434,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.905705 52.38523)
1478,Valkhof,Amsterdam,Room,960,12,Furnished,01-08-'22 - Indefinite period  15 jan '21,52.330938,4.869969,included,https://kamernet.nl/en/for-rent/room-amsterdam/valkhof/room-1899247,Shared,Shared,Shared,Shared,Yes,C,2,1,POINT (4.869969 52.330938)
1479,Werengouw,Amsterdam,Room,950,15,Furnished,30-06-'22 - Indefinite period  03 jan '21,52.394303,4.946716,included,https://kamernet.nl/en/for-rent/room-amsterdam/werengouw/room-1893449,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.946716 52.394303)
1480,Thorbeckeplein,Amsterdam,Room,867,92,Furnished,01-05-'22 - 01-09-'22  3d,52.365376,4.895715,excluded,https://kamernet.nl/en/for-rent/room-amsterdam/thorbeckeplein/room-2034334,Shared,Shared,Shared,Shared,Yes,F,2,5,POINT (4.895715 52.365376)
1481,Kinkerstraat,Amsterdam,Apartment,1250,55,Unfurnished,06-04-'22 - Indefinite period  3d,52.366509,4.869061,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/kinkerstraat/apartment-2034322,Own,Own,Own,Own,No,Unknown,No,2,POINT (4.869061 52.366509)
1482,Marnixkade,Amsterdam,Apartment,1475,60,Unfurnished,31-05-'22 - Indefinite period  3d,52.377091,4.877686,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/marnixkade/apartment-2034300,Own,Own,Own,Own,Unknown,A,No,2,POINT (4.877686 52.377091)
1483,Marconistraat,Amsterdam,Room,490,9,Furnished,07-04-'22 - 31-05-'22  3d,52.351617,4.94402,included,https://kamernet.nl/en/for-rent/room-amsterdam/marconistraat/room-2034283,Shared,Shared,Shared,Shared,Yes,C,4,1,POINT (4.94402 52.351617)
1484,Marskramerstraat,Amsterdam,Room,600,12,Furnished,01-05-'22 - Indefinite period  3d,52.419656,4.880961,included,https://kamernet.nl/en/for-rent/room-amsterdam/marskramerstraat/room-2034274,Unknown,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.880961 52.419656)
1485,De Savornin Lohmanstraat,Amsterdam,Room,600,11,Furnished,20-04-'22 - 20-08-'22  3d,52.374355,4.809327,excluded,https://kamernet.nl/en/for-rent/room-amsterdam/de-savornin-lohmanstraat/room-2034272,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.809327 52.374355)
1486,IJdoornlaan,Amsterdam,Room,1000,20,Furnished,11-04-'22 - Indefinite period  3d,52.39314,4.955822,included,https://kamernet.nl/en/for-rent/room-amsterdam/ijdoornlaan/room-2033946,Shared,Shared,Shared,Shared,Yes,B,1,1,POINT (4.955822 52.39314)
1487,Eerste Looiersdwarsstraat,Amsterdam,Apartment,1700,59,Furnished,08-04-'22 - Indefinite period  3d,52.368957,4.880968,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/eerste-looiersdwarsstraat/apartment-2034212,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,2,POINT (4.880968 52.368957)
1488,Admiralengracht,Amsterdam,Apartment,1300,56,Uncarpeted,06-04-'22 - Indefinite period  3d,52.373606,4.855299,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/admiralengracht/apartment-2034158,Own,Own,Own,Own,Yes,Unknown,No,2,POINT (4.855299 52.373606)
1489,Ruysdaelkade,Amsterdam,Studio,1320,27,Furnished,29-04-'22 - 01-04-'24  3d,52.355552,4.88713,excluded,https://kamernet.nl/en/for-rent/studio-amsterdam/ruysdaelkade/studio-2034160,Own,Own,Own,Own,Yes,Unknown,No,1,POINT (4.88713 52.355552)
1490,Marnixstraat,Amsterdam,Studio,1700,43,Furnished,03-05-'22 - 02-05-'24  3d,52.364334,4.881529,excluded,https://kamernet.nl/en/for-rent/studio-amsterdam/marnixstraat/studio-2034156,Own,Own,Own,Own,Yes,Unknown,No,2,POINT (4.881529 52.364334)
1491,Lutmastraat,Amsterdam,Apartment,1950,58,Unfurnished,01-05-'22 - 01-05-'26  4d,52.350777,4.895954,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/lutmastraat/apartment-2034108,Own,Own,Own,Own,No,D,Yes,2,POINT (4.895954 52.350777)
1492,Maarten Harpertszoon Trompstraat,Amsterdam,Room,910,25,Unfurnished,05-04-'22 - Indefinite period  4d,52.371853,4.861656,included,https://kamernet.nl/en/for-rent/room-amsterdam/maarten-harpertszoon-trompstraat/room-2034099,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.861656 52.371853)
1493,Bonnefantenstraat,Amsterdam,Room,675,24,Uncarpeted,01-06-'22 - Indefinite period  4d,52.365635,4.831505,included,https://kamernet.nl/en/for-rent/room-amsterdam/bonnefantenstraat/room-2034087,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.831505 52.365635)
1494,Javastraat,Amsterdam,Apartment,1450,55,Furnished,15-04-'22 - 14-04-'23  4d,52.363754,4.932923,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/javastraat/apartment-2034047,Own,Own,Own,Own,Yes,D,No,3,POINT (4.932923 52.363754)
1495,Maarten Harpertszoon Trompstraat,Amsterdam,Apartment,2125,70,Uncarpeted,05-04-'22 - Indefinite period  4d,52.372147,4.860071,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/maarten-harpertszoon-trompstraat/apartment-2034052,Own,Own,Own,Own,Unknown,Unknown,No,3,POINT (4.860071 52.372147)
1496,Egelantiersgracht,Amsterdam,Apartment,2350,64,Furnished,28-05-'22 - 28-08-'22  4d,52.375929,4.880408,included,https://kamernet.nl/en/for-rent/apartment-amsterdam/egelantiersgracht/apartment-2033970,Own,Own,Own,Own,Yes,Unknown,No,2,POINT (4.880408 52.375929)
1497,Vleutenstraat,Amsterdam,Apartment,1800,73,Furnished,01-07-'22 - 30-06-'24  4d,52.298869,4.982529,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/vleutenstraat/apartment-2033945,Own,Own,Own,Own,Yes,C,By mutual agreement,4,POINT (4.982529 52.298869)
1498,Jisperveldstraat,Amsterdam,Room,750,10,Furnished,31-08-'22 - Indefinite period  11 feb '21,52.39826,4.950378,included,https://kamernet.nl/en/for-rent/room-amsterdam/jisperveldstraat/room-1909443,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.950378 52.39826)
1499,Badhuiskade,Amsterdam,Room,950,20,Furnished,01-12-'21 - 28-02-'22  15 jan '21,52.38523,4.905705,included,https://kamernet.nl/en/for-rent/room-amsterdam/badhuiskade/room-1899434,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.905705 52.38523)
1500,Valkhof,Amsterdam,Room,960,12,Furnished,01-08-'22 - Indefinite period  15 jan '21,52.330938,4.869969,included,https://kamernet.nl/en/for-rent/room-amsterdam/valkhof/room-1899247,Shared,Shared,Shared,Shared,Yes,C,2,1,POINT (4.869969 52.330938)
1501,Werengouw,Amsterdam,Room,950,15,Furnished,30-06-'22 - Indefinite period  03 jan '21,52.394303,4.946716,included,https://kamernet.nl/en/for-rent/room-amsterdam/werengouw/room-1893449,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.946716 52.394303)
1502,Van Spilbergenstraat,Amsterdam,Apartment,1100,45,Uncarpeted,06-04-'22 - Indefinite period  4d,52.366229,4.851739,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/van-spilbergenstraat/apartment-2033928,Own,Own,Own,Own,No,Unknown,No,2,POINT (4.851739 52.366229)
1503,Prins Hendrikkade,Amsterdam,Room,800,16,Furnished,01-05-'22 - Indefinite period  4d,52.373717,4.905609,included,https://kamernet.nl/en/for-rent/room-amsterdam/prins-hendrikkade/room-2033879,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.905609 52.373717)
1504,Middenweg,Amsterdam,Room,905,17,Furnished,01-05-'22 - 30-06-'22  4d,52.350769,4.935745,included,https://kamernet.nl/en/for-rent/room-amsterdam/middenweg/room-2033847,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.935745 52.350769)
1505,Willem van Konijnenburgstraat,Amsterdam,Room,625,7,Furnished,30-06-'22 - Indefinite period  4d,52.359938,4.835891,included,https://kamernet.nl/en/for-rent/room-amsterdam/willem-van-konijnenburgstraat/room-2033848,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.835891 52.359938)
1506,Willem van Konijnenburgstraat,Amsterdam,Room,750,12,Furnished,30-06-'22 - Indefinite period  4d,52.359938,4.835891,included,https://kamernet.nl/en/for-rent/room-amsterdam/willem-van-konijnenburgstraat/room-2033846,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.835891 52.359938)
1507,Willem van Konijnenburgstraat,Amsterdam,Room,675,12,Furnished,29-06-'22 - Indefinite period  4d,52.359938,4.835891,included,https://kamernet.nl/en/for-rent/room-amsterdam/willem-van-konijnenburgstraat/room-2033845,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.835891 52.359938)
1508,Arent Janszoon Ernststraat,Amsterdam,Studio,2000,30,Furnished,04-04-'22 - Indefinite period  4d,52.331838,4.877013,excluded,https://kamernet.nl/en/for-rent/studio-amsterdam/arent-janszoon-ernststraat/studio-2033816,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,1,POINT (4.877013 52.331838)
1509,Leliegracht,Amsterdam,Apartment,3950,118,Unfurnished,04-04-'22 - Indefinite period  5d,52.375745,4.885465,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/leliegracht/apartment-2033778,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,6,POINT (4.885465 52.375745)
1510,Corversbosstraat,Amsterdam,Room,500,11,Furnished,01-05-'22 - Indefinite period  5d,52.391344,4.960734,included,https://kamernet.nl/en/for-rent/room-amsterdam/corversbosstraat/room-2033924,Unknown,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.960734 52.391344)
1511,Churchill-laan,Amsterdam,Room,950,25,Furnished,17-05-'22 - Indefinite period  5d,52.346676,4.894445,included,https://kamernet.nl/en/for-rent/room-amsterdam/churchill-laan/room-2033909,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.894445 52.346676)
1512,Toutenburgstraat,Amsterdam,Room,665,15,Unfurnished,01-05-'22 - Indefinite period  5d,52.292332,4.968897,included,https://kamernet.nl/en/for-rent/room-amsterdam/toutenburgstraat/room-2033902,Unknown,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.968897 52.292332)
1513,Kleiburg,Amsterdam,Apartment,900,42,Unfurnished,01-05-'22 - Indefinite period  5d,52.319012,4.979117,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/kleiburg/apartment-2033866,Own,Own,Own,Own,Yes,B,No,1,POINT (4.979117 52.319012)
1514,Pieter Calandlaan,Amsterdam,Room,800,10,Furnished,04-04-'22 - Indefinite period  5d,52.356086,4.829571,included,https://kamernet.nl/en/for-rent/room-amsterdam/pieter-calandlaan/room-2033856,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.829571 52.356086)
1515,Hendrik Hosstraat,Amsterdam,Room,700,12,Furnished,01-04-'22 - Indefinite period  01 Mar,52.299811,4.996767,included,https://kamernet.nl/en/for-rent/room-amsterdam/hendrik-hosstraat/room-2026937,Unknown,Shared,Own,Own,Yes,Unknown,Unknown,1,POINT (4.996767 52.299811)
1516,Admiralengracht,Amsterdam,Room,730,10,Unfurnished,01-05-'22 - Indefinite period  5d,52.373606,4.855299,included,https://kamernet.nl/en/for-rent/room-amsterdam/admiralengracht/room-2033716,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.855299 52.373606)
1517,Erik de Roodestraat,Amsterdam,Room,600,15,Unfurnished,01-05-'22 - Indefinite period  5d,52.373691,4.844196,excluded,https://kamernet.nl/en/for-rent/room-amsterdam/erik-de-roodestraat/room-2033671,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.844196 52.373691)
1518,Prins Hendrikkade,Amsterdam,Apartment,1750,30,Furnished,09-04-'22 - Indefinite period  5d,52.374198,4.906622,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/prins-hendrikkade/apartment-2033651,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,2,POINT (4.906622 52.374198)
1519,Haparandadam,Amsterdam,Apartment,1350,75,Furnished,14-05-'22 - 14-10-'22  5d,52.396328,4.880018,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/haparandadam/apartment-2033650,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,2,POINT (4.880018 52.396328)
1520,Jisperveldstraat,Amsterdam,Room,750,10,Furnished,31-08-'22 - Indefinite period  11 feb '21,52.39826,4.950378,included,https://kamernet.nl/en/for-rent/room-amsterdam/jisperveldstraat/room-1909443,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.950378 52.39826)
1521,Badhuiskade,Amsterdam,Room,950,20,Furnished,01-12-'21 - 28-02-'22  15 jan '21,52.38523,4.905705,included,https://kamernet.nl/en/for-rent/room-amsterdam/badhuiskade/room-1899434,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.905705 52.38523)
1522,Valkhof,Amsterdam,Room,960,12,Furnished,01-08-'22 - Indefinite period  15 jan '21,52.330938,4.869969,included,https://kamernet.nl/en/for-rent/room-amsterdam/valkhof/room-1899247,Shared,Shared,Shared,Shared,Yes,C,2,1,POINT (4.869969 52.330938)
1523,Werengouw,Amsterdam,Room,950,15,Furnished,30-06-'22 - Indefinite period  03 jan '21,52.394303,4.946716,included,https://kamernet.nl/en/for-rent/room-amsterdam/werengouw/room-1893449,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.946716 52.394303)
1524,Aakstraat,Amsterdam,Room,745,16,Unfurnished,01-05-'22 - Indefinite period  5d,52.407505,4.911953,excluded,https://kamernet.nl/en/for-rent/room-amsterdam/aakstraat/room-1810344,Shared,Shared,Shared,Shared,Yes,B,2,1,POINT (4.911953 52.407505)
1525,Loosduinenstraat,Amsterdam,Room,877,12,Unfurnished,02-05-'22 - Indefinite period  5d,52.350725,4.838048,included,https://kamernet.nl/en/for-rent/room-amsterdam/loosduinenstraat/room-2033533,Shared,Shared,Shared,Shared,Yes,A,2,1,POINT (4.838048 52.350725)
1526,Amstelveenseweg,Amsterdam,Apartment,2200,90,Furnished,03-04-'22 - Indefinite period  6d,52.35563,4.854836,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/amstelveenseweg/apartment-2033512,Own,Own,Own,Own,No,D,No,4,POINT (4.854836 52.35563)
1527,Jacques Veltmanstraat,Amsterdam,Room,830,10,Unfurnished,01-05-'22 - 30-09-'22  6d,52.355104,4.832886,excluded,https://kamernet.nl/en/for-rent/room-amsterdam/jacques-veltmanstraat/room-2033473,Shared,Shared,Shared,Shared,Yes,A,2,1,POINT (4.832886 52.355104)
1528,Sperwerlaan,Amsterdam,Room,650,11,Furnished,15-04-'22 - Indefinite period  6d,52.385637,4.914675,included,https://kamernet.nl/en/for-rent/room-amsterdam/sperwerlaan/room-2033468,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.914675 52.385637)
1529,Eerste Helmersstraat,Amsterdam,Apartment,1450,50,Furnished,01-05-'22 - 01-05-'23  6d,52.361181,4.865636,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/eerste-helmersstraat/apartment-2033454,Own,Own,Own,Own,Yes,Unknown,By mutual agreement,2,POINT (4.865636 52.361181)
1530,Anne Kooistrahof,Amsterdam,Room,730,12,Furnished,16-04-'22 - Indefinite period  6d,52.298964,4.991237,included,https://kamernet.nl/en/for-rent/room-amsterdam/anne-kooistrahof/room-2033422,Shared,Shared,Shared,Shared,Yes,A,4,1,POINT (4.991237 52.298964)
1531,Darlingstraat,Amsterdam,Studio,1300,25,Furnished,01-08-'22 - Indefinite period  6d,52.321348,4.954301,included,https://kamernet.nl/en/for-rent/studio-amsterdam/darlingstraat/studio-2033417,Own,Own,Own,Own,Yes,A,No,1,POINT (4.954301 52.321348)
1532,Vijzelstraat,Amsterdam,Apartment,1000,60,Furnished,03-04-'22 - 03-11-'22  6d,52.36562,4.892749,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/vijzelstraat/apartment-2033416,Own,Own,Own,Own,Yes,Unknown,No,3,POINT (4.892749 52.36562)
1533,Magalhaensstraat,Amsterdam,Studio,730,24,Unfurnished,06-04-'22 - 31-03-'24  6d,52.366829,4.854233,excluded,https://kamernet.nl/en/for-rent/studio-amsterdam/magalhaensstraat/studio-2033409,Own,Own,Own,Own,Yes,Unknown,No,1,POINT (4.854233 52.366829)
1534,Johan Huizingalaan,Amsterdam,Room,750,14,Furnished,01-05-'22 - Indefinite period  6d,52.359087,4.826648,included,https://kamernet.nl/en/for-rent/room-amsterdam/johan-huizingalaan/room-2033404,Unknown,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.826648 52.359087)
1535,Camperstraat,Amsterdam,Apartment,1800,65,Furnished,01-04-'22 - Indefinite period  6d,52.35745,4.913628,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/camperstraat/apartment-2033375,Shared,Shared,Shared,Shared,Yes,Unknown,No,3,POINT (4.913628 52.35745)
1536,Van de Sande Bakhuijzenstraat,Amsterdam,Studio,1000,20,Furnished,03-04-'22 - 31-05-'22  6d,52.371871,4.837325,included,https://kamernet.nl/en/for-rent/studio-amsterdam/van-de-sande-bakhuijzenstraat/studio-2033410,Own,Shared,Own,Own,Yes,Unknown,No,1,POINT (4.837325 52.371871)
1537,Hoofdweg,Amsterdam,Room,720,10,Furnished,01-05-'22 - 31-08-'22  7d,52.371195,4.849978,included,https://kamernet.nl/en/for-rent/room-amsterdam/hoofdweg/room-2033364,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.849978 52.371195)
1538,Albert Cuypstraat,Amsterdam,Studio,1350,27,Furnished,02-04-'22 - Indefinite period  7d,52.355497,4.892486,included,https://kamernet.nl/en/for-rent/studio-amsterdam/albert-cuypstraat/studio-2033363,Own,Own,Own,Own,Yes,Unknown,No,1,POINT (4.892486 52.355497)
1539,Stadionweg,Amsterdam,Apartment,2750,120,Furnished,02-04-'22 - Indefinite period  1w,52.347014,4.875802,included,https://kamernet.nl/en/for-rent/apartment-amsterdam/stadionweg/apartment-2033335,Own,Own,Own,Own,Yes,A,No,5,POINT (4.875802 52.347014)
1540,Pieter Vlamingstraat,Amsterdam,Apartment,1500,75,Furnished,10-04-'22 - 13-05-'22  1w,52.364624,4.92558,included,https://kamernet.nl/en/for-rent/apartment-amsterdam/pieter-vlamingstraat/apartment-2033313,Own,Own,Own,Own,Yes,B,No,3,POINT (4.92558 52.364624)
1541,Warmondstraat,Amsterdam,Apartment,1200,50,Uncarpeted,03-04-'22 - Indefinite period  1w,52.356438,4.849613,excluded,https://kamernet.nl/en/for-rent/apartment-amsterdam/warmondstraat/apartment-2033269,Own,Own,Own,Own,No,Unknown,No,2,POINT (4.849613 52.356438)
